==== BENCHMARK START ===
==== PARAMS kernel=4.9.5-64-net1 malloc=libc hostname=rack-mad-04 threads=16 delta=8 prog=sssp-klsm512  ===
ERROR: ld.so: object '/specific/disk1/home/adamx/malloc/lib64/libjemalloc.so' from LD_PRELOAD cannot be preloaded (cannot open shared object file): ignored.
Galois Benchmark Suite v2.2.1 (r0)
Copyright (C) 2014 The University of Texas at Austin
http://iss.ices.utexas.edu/galois/

application: Single Source Shortest Path
Computes the shortest path from a source node to all nodes in a directed graph using a modified chaotic iteration algorithm
http://iss.ices.utexas.edu/?p=projects/galois/benchmarks/single_source_shortest_path

INFO: CommandLine ./build/debug/apps/sssp/sssp -noverify -t 16 -delta 8 -wl klsm512 -startNode 0 /specific/disk1/home/mad/Galois-PQ/inputs/ljournal-2008.gr
INFO: Hostname rack-mad-04
Read 5363260 nodes
Running Asynchronous with CAS version
INFO: Using delta-step of 1
WARNING: Performance varies considerably due to delta parameter.
WARNING: Do not expect the default to be good for your graph.
Node 1 has distance 126
STATTYPE,LOOP,CATEGORY,n,sum,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15
STAT,(NULL),BadWork,16,17823639,450924,837972,1424208,2948681,657368,1255308,882439,1266331,1002814,1169031,1324021,721593,1214252,1692556,617087,359054
STAT,(NULL),BarrierTime,16,1027377,115110,55103,83749,83419,80225,51829,57567,60535,55935,67602,68567,67459,66115,66609,44276,3277
STAT,(NULL),ConflictTime,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),Conflicts,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),EmptyPopTime,16,2058868639,151536112,58830410,179416423,85777101,28748337,117696975,268139396,62067878,212254450,120882460,137676512,128481469,151350401,78443242,123831250,153736223
STAT,(NULL),EmptyWork,16,1947058973,50631890,102139383,108111558,156476173,133244992,154818240,114968286,109399967,121633042,144459553,141580399,145630511,138273872,158224195,88810821,78656091
STAT,(NULL),GaloisTime,16,4753044456,105199347,238488318,263617085,388788144,339064883,393338300,264587616,251114687,284611108,368020334,366264803,375065423,340835186,410070505,196676975,167301742
STAT,(NULL),InitPushTime,16,592089,6109,80514,43542,36086,36074,35637,36250,36238,35722,35330,35000,34787,35591,34527,35352,35330
STAT,(NULL),Iterations,16,9371697,241803,505385,532537,726456,637898,735526,546969,524958,576341,693442,700942,702163,649582,760125,445082,392488
STAT,(NULL),LoopTime,16,188124006437,188124006437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),MeminfoPost,16,512,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
STAT,(NULL),MeminfoPre,16,512,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
STAT,(NULL),NumaPost,16,63021,61611,168,926,316,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),PopTime,16,229221253181,12632406093,14116762330,14326407946,15829732983,15329623316,15998437886,14245792894,14211833116,14753435562,15290898996,15567949934,15720477310,15391724102,15866263277,13728012326,6211495110
STAT,(NULL),PushTime,16,2715857248554,174318947077,170878622839,170183535390,166925610240,168180580699,166668567070,170184673199,170636046658,169428422781,167758515759,167501692196,167095891055,167945010734,166587081895,171849574168,179714476794
STAT,(NULL),RusageSys,16,3600000,3600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),RusageUser,16,1364952000,1364952000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),Threads,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),Time,16,188704424770,188704424770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),TotalTime,16,195986705383,195986705383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),UserTime,16,53388535242,692901537,2556782751,2890537508,4565240500,3940362883,4618767078,2873464218,2681163426,3151269322,4268849268,4236461863,4486079758,3984431797,4851543167,1964720020,1625960146
STAT,(NULL),Work,16,3007227458792,187951709483,187951707753,187951707641,187951707400,187951707032,187951742781,187951732137,187951708255,187951707498,187951707800,187951707926,187951707278,187951707866,187951707933,187951733733,187951756276
STAT,(NULL),nBad,16,27669,677,1306,2230,4481,1104,2175,1252,2115,1634,1956,1775,996,1861,2336,1042,729
STAT,(NULL),nEmpty,16,4555216,138216,255327,261613,339897,301150,345664,271577,263641,282955,328347,335179,327516,307374,356191,233007,207562
STAT,(NULL),nEmptyPop,16,5068,280,207,406,391,222,439,500,251,255,313,273,349,345,195,314,328
STAT,(NULL),nOverall,16,77907427,751622,3632584,4185726,6813488,5844607,6880925,4140231,3824773,4574504,6345642,6254110,6683503,5900593,7221275,2674313,2179531
STAT,(NULL),nPop,16,9371697,241803,505385,532537,726456,637898,735526,546969,524958,576341,693442,700942,702163,649582,760125,445082,392488
STAT,(NULL),nPush,16,9371696,86453,451176,509543,811857,700940,815699,498883,467374,552667,758633,743062,791146,708463,857654,338258,279888
STAT,(NULL),nPushInit,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
==== BENCHMARK TOOK 89.985
