==== BENCHMARK START ===
==== PARAMS kernel=4.9.5-64-net1 malloc=libc hostname=rack-mad-04 threads=32 delta=8 prog=sssp-klsm16  ===
ERROR: ld.so: object '/specific/disk1/home/adamx/malloc/lib64/libjemalloc.so' from LD_PRELOAD cannot be preloaded (cannot open shared object file): ignored.
Galois Benchmark Suite v2.2.1 (r0)
Copyright (C) 2014 The University of Texas at Austin
http://iss.ices.utexas.edu/galois/

application: Single Source Shortest Path
Computes the shortest path from a source node to all nodes in a directed graph using a modified chaotic iteration algorithm
http://iss.ices.utexas.edu/?p=projects/galois/benchmarks/single_source_shortest_path

INFO: CommandLine ./build/debug/apps/sssp/sssp -noverify -t 32 -delta 8 -wl klsm16 -startNode 0 /specific/disk1/home/mad/Galois-PQ/inputs/planar10M.gr
INFO: Hostname rack-mad-04
Read 10000000 nodes
Running Asynchronous with CAS version
INFO: Using delta-step of 1
WARNING: Performance varies considerably due to delta parameter.
WARNING: Do not expect the default to be good for your graph.
Node 1 has distance 7300
STATTYPE,LOOP,CATEGORY,n,sum,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31
STAT,(NULL),BadWork,32,2180435,63964,36699,75473,60401,36396,39415,86341,89172,13202,57718,44734,30669,75217,91647,90605,130045,45664,57133,65373,68436,45319,129833,17812,60413,102706,45590,37304,60448,126152,103370,114734,78450
STAT,(NULL),BarrierTime,32,7999295,640960,481051,453482,455688,453722,436965,433011,329860,336451,337118,310455,273258,286720,311153,309976,251319,229012,257564,230324,256985,256675,224373,15533,47488,47740,48012,46530,47942,47844,47552,47637,46895
STAT,(NULL),ConflictTime,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),Conflicts,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),EmptyPopTime,32,1846101834,925448252,31625264,30967937,33746400,32231247,46455991,25384798,21225003,23544680,19550211,25117348,32351529,26174903,31024024,20381988,22193215,30684132,33657503,41272842,19227786,21068337,21677188,34447762,32073353,36449592,37869738,34821184,35005466,25965875,28060443,34294674,32103169
STAT,(NULL),EmptyWork,32,4476955089,36921485,110105409,119213359,175715259,156629241,181691991,119285999,112267032,126708661,159892716,147576280,167035226,158664772,184492598,90168745,81502576,93867932,166658744,172434657,98934580,84651663,87261049,143946105,127785790,149775469,185236060,186803992,203203681,136677247,136625195,190797741,184423835
STAT,(NULL),GaloisTime,32,15286103536,127916003,372030009,400043111,581877750,520119412,609418635,395404438,381940801,431614825,545405513,499777168,575386905,505550278,604147611,297716994,275467711,315047742,548011114,580774439,335265049,277443722,293176181,527953034,455021096,522461933,668149860,647934418,702085626,479872518,473165630,687465602,648458408
STAT,(NULL),InitPushTime,32,1803565,4576,69479,50499,10062,10882,10190,10621,56963,50002,49498,35230,35610,34924,34353,35610,35507,35206,34496,34244,34456,34305,34378,106641,106458,112031,111767,106795,112017,105094,104815,104727,92129
STAT,(NULL),Iterations,32,22145801,170005,529465,574849,844523,752833,887483,568719,548186,618697,792749,718995,835302,737838,881662,425332,391352,448715,794587,851436,482654,399740,415565,758644,658575,757729,977127,949941,1028199,697724,686937,1010480,949758
STAT,(NULL),LoopTime,32,300305117736,300305117736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
