==== BENCHMARK START ===
==== PARAMS kernel=4.9.5-64-net1 malloc=libc hostname=rack-mad-04 threads=16 delta=8 prog=sssp-klsm1024  ===
ERROR: ld.so: object '/specific/disk1/home/adamx/malloc/lib64/libjemalloc.so' from LD_PRELOAD cannot be preloaded (cannot open shared object file): ignored.
Galois Benchmark Suite v2.2.1 (r0)
Copyright (C) 2014 The University of Texas at Austin
http://iss.ices.utexas.edu/galois/

application: Single Source Shortest Path
Computes the shortest path from a source node to all nodes in a directed graph using a modified chaotic iteration algorithm
http://iss.ices.utexas.edu/?p=projects/galois/benchmarks/single_source_shortest_path

INFO: CommandLine ./build/debug/apps/sssp/sssp -noverify -t 16 -delta 8 -wl klsm1024 -startNode 0 /specific/disk1/home/mad/Galois-PQ/inputs/road/USA-road-d.USA.gr
INFO: Hostname rack-mad-04
Read 23947347 nodes
Running Asynchronous with CAS version
INFO: Using delta-step of 1
WARNING: Performance varies considerably due to delta parameter.
WARNING: Do not expect the default to be good for your graph.
Node 1 has distance 2025
STATTYPE,LOOP,CATEGORY,n,sum,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15
STAT,(NULL),BadWork,16,50289143270,3215339866,3792161970,3517692402,2950491129,2747731977,3293479813,3523353713,3169523261,3102087639,3193807481,2975068518,3081648013,3217584533,3034151453,2515681239,2959340263
STAT,(NULL),BarrierTime,16,2642983,469324,270734,226785,197611,196300,191691,205037,130683,98611,21507,94190,89402,223064,86980,87657,53407
STAT,(NULL),ConflictTime,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),Conflicts,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),EmptyPopTime,16,39042074,1018057,3269270,2206679,2980256,2677272,1632019,2867934,2538375,2938436,2072822,2346409,2287867,3080289,2586142,2976527,1563720
STAT,(NULL),EmptyWork,16,1352592774,75096877,83702236,80987850,83036390,88697909,81771734,83373601,85131949,88471196,84350178,85767062,87343659,88593420,80700243,87866390,87702080
STAT,(NULL),GaloisTime,16,55355904216,3471729806,3464959644,3468343609,3463104003,3449440202,3462904642,3466326561,3461854454,3460050628,3462206440,3462863845,3446352703,3460384059,3452938020,3448459191,3453986409
STAT,(NULL),InitPushTime,16,631041,31460,10500,92393,36824,36544,36235,36775,36617,36268,65699,35846,35598,34857,34257,35840,35328
STAT,(NULL),Iterations,16,52573824,2656075,3342200,3330251,3324417,3328364,3332379,3334465,3324053,3329616,3323633,3329807,3325373,3329735,3312713,3318679,3332064
STAT,(NULL),LoopTime,16,19951641380,19951641380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),MeminfoPost,16,2208,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138
STAT,(NULL),MeminfoPre,16,2208,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138
STAT,(NULL),NumaPost,16,10394,8794,220,1179,201,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),PopTime,16,81909404226,5098286587,5127905708,5109298813,5112415809,5111937930,5115817201,5135471911,5115612147,5111712974,5127454610,5114393286,5125716644,5126231660,5176261613,5112366258,5088521075
STAT,(NULL),PushTime,16,68226860030,4392478437,4276229940,4266079917,4262081430,4250941453,4268085771,4258568647,4260007624,4255770045,4249702256,4248497936,4262297269,4254760625,4228134196,4234589851,4258634633
STAT,(NULL),RusageSys,16,4000,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),RusageUser,16,141736000,141736000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),Threads,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),Time,16,19978897492,19978897492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),TotalTime,16,29655479086,29655479086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),UserTime,16,104564424706,6426903656,6509447578,6538598206,6541896712,6561820271,6535302939,6518905549,6540370449,6546571646,6539725529,6551645775,6541516428,6532463664,6524893686,6579256132,6575106486
STAT,(NULL),Work,16,311451489102,19465599160,19465737429,19465736288,19465736570,19465735960,19465740961,19465727816,19465735563,19465727075,19465722391,19465731821,19465738870,19465599311,19465741701,19465738293,19465739893
STAT,(NULL),nBad,16,59819710,3733866,4500136,4117748,3506786,3292048,3960858,4185963,3733434,3774488,3800372,3551528,3686384,3846290,3578591,3025738,3525480
STAT,(NULL),nEmpty,16,5110594,235527,317454,311246,319022,340011,313279,320986,322308,338326,321922,323843,335144,339053,309134,335080,328259
STAT,(NULL),nEmptyPop,16,9926,321,774,503,726,712,518,702,678,733,534,600,643,728,605,730,419
STAT,(NULL),nOverall,16,118153051,5954763,7524554,7448754,7445443,7489743,7499571,7483204,7466893,7516781,7493565,7473384,7482539,7498467,7435991,7459156,7480243
STAT,(NULL),nPop,16,52573824,2656075,3342200,3330251,3324417,3328364,3332379,3334465,3324053,3329616,3323633,3329807,3325373,3329735,3312713,3318679,3332064
STAT,(NULL),nPush,16,52573821,2654158,3341667,3330352,3325799,3330961,3332101,3330263,3325006,3331515,3323144,3331646,3328232,3330209,3308765,3318386,3331617
STAT,(NULL),nPushInit,16,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
==== BENCHMARK TOOK 14.339
