==== BENCHMARK START ===
==== PARAMS kernel=4.9.5-64-net1 malloc=libc hostname=rack-mad-04 threads=88 delta=8 prog=sssp-klsm4096  ===
ERROR: ld.so: object '/specific/disk1/home/adamx/malloc/lib64/libjemalloc.so' from LD_PRELOAD cannot be preloaded (cannot open shared object file): ignored.
Galois Benchmark Suite v2.2.1 (r0)
Copyright (C) 2014 The University of Texas at Austin
http://iss.ices.utexas.edu/galois/

application: Single Source Shortest Path
Computes the shortest path from a source node to all nodes in a directed graph using a modified chaotic iteration algorithm
http://iss.ices.utexas.edu/?p=projects/galois/benchmarks/single_source_shortest_path

INFO: CommandLine ./build/debug/apps/sssp/sssp -noverify -t 88 -delta 8 -wl klsm4096 -startNode 0 /specific/disk1/home/mad/Galois-PQ/inputs/random/r4-2e26.gr
INFO: Hostname rack-mad-04
Read 67108864 nodes
Running Asynchronous with CAS version
INFO: Using delta-step of 1
WARNING: Performance varies considerably due to delta parameter.
WARNING: Do not expect the default to be good for your graph.
INVALID RUN?  Loop (null) 11.700% system time
Node 1 has distance 8445
STATTYPE,LOOP,CATEGORY,n,sum,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87
STAT,(NULL),BadWork,88,316551104,2952673,3564128,3253931,4034253,3156691,4532273,3726279,3767400,3286283,4106318,3715524,3862775,3907055,4010135,3551956,3899572,3712661,3938695,3161156,3846241,3568019,3748231,3673034,3364950,3332921,3244300,3500678,3636203,3650067,3374377,3632343,3626093,3484526,3478538,3485674,3674839,3113052,3178824,3428441,3643524,3390839,3436707,3390112,3246005,3537912,3643175,4233374,3736180,4107775,4131814,3705068,3669787,3583278,3928290,3939361,3644433,3597377,3706597,3252850,3629042,3490272,3560023,3764499,3795900,3687123,3602712,3351590,4047689,3397290,3878877,3828866,3372824,3479348,3360102,3540392,3601795,3598647,3791666,3431803,3852420,3265952,3104571,3262686,3480972,3765082,3582574,3182768,3138052
STAT,(NULL),BarrierTime,88,25480270,800551,705678,570334,677715,536169,679155,676908,602476,423741,603489,558678,601534,559868,604011,558359,502750,503075,446342,312076,505424,503503,446610,309793,309115,309050,308904,308863,308303,308904,308396,309406,308615,309502,309167,308709,282695,280830,281199,281632,308304,309225,308271,308707,282283,229677,229106,229682,235518,229460,227605,234936,225590,228126,230364,233510,234899,230924,235273,230528,233702,230215,229477,230410,234949,228198,224998,36769,37099,40926,14881,33382,32952,39370,47559,38450,38368,20352,31987,42383,40416,175679,173882,34796,43429,48831,50576,170422,172295
STAT,(NULL),ConflictTime,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),Conflicts,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),EmptyPopTime,88,4222305886060,96410866510,26459447963,51523294968,56751563201,56232205870,56979610498,56247127644,26917603149,56034977685,56176037735,56507350924,26807841220,56610777635,56567158543,56907717398,57001327255,56843040919,56289543958,22202009169,56737621106,27767189676,56998431038,28825052250,56385061527,1049025527,57347053995,86467467375,56685771507,56572000982,56232048504,56544874182,967322073,725327628,26384216066,86159089045,56515706580,57442037456,56446756455,51693803138,56369669647,56493190106,838889345,51826408725,86842744469,51564032361,56756123512,63197613374,27971683273,28497471730,51271608345,56508403775,28275627041,26873247523,27172677753,55862524360,56130584216,55970083048,56355915619,51553170987,28328813788,56220913582,56603940312,26879121449,26538582759,56312817790,56026659780,47125423045,47784251215,48130233883,48009694766,47850354601,47808232695,47773342257,48032883945,48008758872,47144946581,47334532203,47767125737,47506780836,47611414006,47246951744,48579001777,48418874259,47711575039,47489164121,47533981743,47383124187,47397361525
STAT,(NULL),EmptyWork,88,13319105587,35732643,147545583,146292751,155959081,145224416,162134305,156073590,155008952,149644919,156358256,161150386,151961967,125281731,161705990,119553422,128370252,121528759,155225616,143817749,154474244,126739595,122528588,152069062,125164534,63256745,121750042,64984381,119368970,121398566,121803595,125139295,64498323,63647316,126111723,64403561,118903300,119243182,125674419,147147257,124421300,129323193,64573853,141515773,57918589,162543011,125747228,307335971,127738502,255125791,169575872,135036343,127534712,135812824,131481244,138929830,144558925,138043433,134306317,162213296,130042176,131442132,131854290,133031458,137589822,134502751,129946762,180149223,201881119,222637101,217732593,207486325,201846488,199469042,206267363,196767745,214840836,219695574,211563264,215789006,212032672,195126936,186245780,200599375,204188600,206869999,212578117,220093716,216222249
STAT,(NULL),GaloisTime,88,213043948808,583587083,2517619501,2436916369,2602041368,2437797489,2655040599,2558761568,2514929896,2435126719,2579198670,2610704508,2543196793,2562862816,2595608797,2492344712,2521148818,2489697843,2556974286,2141164374,2555057271,2498853011,2442062857,2742203499,2593783932,704180800,2661832269,709818886,2648268532,2636604629,2614345109,2640694456,742437617,721318658,2661094562,728113950,2641027119,2593383623,2432068600,2724675884,2624209289,2509142369,737346907,2711265582,658989370,2516267662,2436950463,2662397911,2460975860,2681979165,2532933336,2431161762,2451956383,2472826720,2453105965,2464884969,2470825468,2473117929,2468424485,2393953837,2440497578,2444401535,2493533853,2421763011,2445346919,2464618781,2430283299,2741275932,2764775150,2815593298,2817249258,2769912316,2834786168,2717448446,2784641513,2720232133,2739274382,2801943653,2803103433,2741848202,2826398630,2741550129,2671509101,2695538858,2833114325,2765164036,2766514268,2745987674,2666380022
STAT,(NULL),InitPushTime,88,7385805,72228,101222,91218,42019,42237,40926,41994,41475,41587,40277,40273,39943,39888,38981,40483,40550,40043,51932,50448,38972,39102,51350,108724,134640,134860,109215,108922,134017,134075,107837,107389,64123,63749,63265,62736,62825,64408,64776,63749,61145,60119,59282,61109,61593,87391,87377,86409,131846,131787,131465,131714,86137,86812,85367,86842,130555,130270,130240,130973,83644,85309,83768,85191,50490,51597,51480,119104,118306,118442,117535,117911,84298,84341,79731,84677,83919,83612,84431,83840,117583,117540,117216,117319,116813,116451,117119,116821,82426
STAT,(NULL),Iterations,88,90063854,399497,1017890,966260,1079023,951299,1104542,1055308,1038725,947907,1079054,1094272,1057380,955002,1076989,927187,925818,930894,1072584,930725,1032347,922157,901913,1024117,904445,657926,904602,664676,926933,915114,897621,925435,686587,671801,919158,675904,919811,860762,888079,997236,914531,939343,683370,1001407,610002,1082464,922441,1604477,947106,1516914,1124534,950452,945800,978056,970477,986746,1010152,982330,967352,985661,919668,936552,963666,955943,1004473,943788,926913,1184246,1202702,1326312,1295567,1238172,1279120,1170007,1280183,1262106,1258258,1296059,1265298,1262549,1305733,1162246,1138695,1181524,1302572,1236298,1260115,1252204,1222290
STAT,(NULL),LoopTime,88,202567735008,202567735008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),MeminfoPost,88,6248,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71
