==== BENCHMARK START ===
==== PARAMS kernel=4.9.5-64-net1 malloc=libc hostname=rack-mad-04 threads=88 delta=8 prog=sssp-klsm1024  ===
ERROR: ld.so: object '/specific/disk1/home/adamx/malloc/lib64/libjemalloc.so' from LD_PRELOAD cannot be preloaded (cannot open shared object file): ignored.
Galois Benchmark Suite v2.2.1 (r0)
Copyright (C) 2014 The University of Texas at Austin
http://iss.ices.utexas.edu/galois/

application: Single Source Shortest Path
Computes the shortest path from a source node to all nodes in a directed graph using a modified chaotic iteration algorithm
http://iss.ices.utexas.edu/?p=projects/galois/benchmarks/single_source_shortest_path

INFO: CommandLine ./build/debug/apps/sssp/sssp -noverify -t 88 -delta 8 -wl klsm1024 -startNode 0 /specific/disk1/home/mad/Galois-PQ/inputs/random/r4-2e24.gr
INFO: Hostname rack-mad-04
Read 16777216 nodes
Running Asynchronous with CAS version
INFO: Using delta-step of 1
WARNING: Performance varies considerably due to delta parameter.
WARNING: Do not expect the default to be good for your graph.
INVALID RUN?  Loop (null) 14.782% system time
Node 1 has distance 8445
STATTYPE,LOOP,CATEGORY,n,sum,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87
STAT,(NULL),BadWork,88,81110458,573167,949086,858671,981535,855347,873640,900311,949481,941850,910338,1027930,948311,853541,874353,969452,884219,837408,990818,842903,990566,847655,846824,869153,830172,838441,1067367,963037,980167,863662,1100421,980466,857141,863474,956714,874772,1072108,831840,870899,731470,795552,924799,893638,847070,872896,1071122,980913,985419,1218241,1134077,1078197,1147355,1030673,1126870,1060925,1162968,1121014,1054545,1010621,1104652,892310,980378,1040991,1018609,1139667,986725,998113,823435,761404,747565,860272,797962,981675,837340,860458,874010,834404,820329,854804,881335,687297,737184,852907,869661,898225,818849,794339,805302,774651
STAT,(NULL),BarrierTime,88,49891154,1105984,691804,618719,645128,587961,570926,536849,1201889,520589,484634,501667,1203408,525527,1131535,1147641,1089975,377114,416867,921236,1084448,387291,373199,250379,233939,921891,219027,207605,258079,208832,239928,210193,256184,202351,254257,917505,246943,238404,257353,262873,920531,228007,241818,250399,210667,874078,870039,873407,874524,873774,874241,874094,873590,873941,873570,874222,211856,873811,873814,871922,874119,186795,869945,874200,843245,390099,840031,733387,45194,30893,23850,52325,732332,733025,732955,59939,33451,732452,732863,733059,733483,732696,35167,733157,63478,48132,23070,732565,732808
STAT,(NULL),ConflictTime,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),Conflicts,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),EmptyPopTime,88,509578712635,9142572275,5104264869,5016341485,5035930843,4996487518,5108602230,5064525393,5090579694,5122685070,5028574765,5067082278,5212850483,5111778976,5051115211,5078082257,5074540051,5213359293,5081178899,5069399088,5091408112,5163168461,5133731845,5075663431,5093427928,4982978372,5040761003,5025385457,5029532255,4993324186,5119971087,5085122080,5269019340,5017867162,5068841184,5042882676,5221398282,5099467986,5379462661,5217128094,5021564975,5092483265,5015811394,5077474242,5001994224,2269772883,8912850962,8906461151,8866067051,8883649174,6722240595,8895734610,8880824507,8860722628,6723465447,2078814521,8866526795,8948197525,6770796703,7824837135,2483685796,8795144918,8831051838,2149924936,2134957451,7809894448,7826409115,6624072857,6668837706,7704664376,7719803846,7726592527,3135865409,6624149234,3185367288,7696082045,7661705766,3160139074,3147034042,3142386449,3155339722,7785629393,3200990763,7762375925,7807470463,8830263975,3099794386,6605205112,6663091708
STAT,(NULL),EmptyWork,88,3348614476,9855809,43489252,43564291,43109977,46616880,43859001,46225925,43565458,47968938,45235659,45361259,46235275,45112342,40416774,45188502,46743605,43436066,47885237,43314087,43788692,42456572,42374254,45710840,45568257,44859924,46452823,46239749,45022390,45699950,46746850,46231032,40080339,47239382,46420919,51738721,46799918,51465488,39869932,45323997,46653374,41939589,45741703,43930896,45476653,27437016,25376127,28040181,27759258,27276486,37958541,27512220,27265566,27621338,38192492,28607378,28693281,28653792,38247068,32338927,30946153,27695858,26779282,37519870,27729155,32055330,29816105,39529444,37113577,34951983,33280801,33018947,34416697,37330505,32132089,33970239,31271804,30789010,32426139,31321400,32975551,30294819,31457563,32637029,30514930,26357843,31826212,38810883,37649006
STAT,(NULL),GaloisTime,88,42919393071,133912573,541146726,538609104,535333820,535262307,539460478,539813142,535013828,534178384,535885384,544824847,535866411,537153441,535252033,527535641,527849702,531930504,531903764,539870721,523234337,523388653,525504680,541890465,540145799,533047469,545563888,541925989,542406100,545883385,536038264,538844974,531501371,541952619,541591887,546360042,545924045,549612756,525385933,535556285,539016989,534275265,535787543,537603548,536039717,449073380,439548723,439121940,446250246,441185309,448048761,447289575,446403198,440101871,444683523,448663430,446490262,444020378,456773711,472151135,466250049,412555973,442221492,451140239,444302256,465785093,465472367,405829301,404459021,471422872,475039639,468703773,481327564,402011891,464427596,483726658,466678287,473896070,471272233,471566855,476599099,467727831,467072704,465532973,473847747,267714632,475959192,401849045,405910364
STAT,(NULL),InitPushTime,88,5784576,28916,58348,103046,40492,37008,36156,36757,36420,36016,35409,35358,35161,35100,34526,35470,35652,35240,34627,34657,34365,34799,34714,110469,109985,110132,109927,110213,89723,87626,88096,88712,58109,57977,57581,57038,56503,57640,57076,56650,55059,54612,54039,54802,54692,116871,82823,82764,82932,82962,81796,82258,80806,81561,81789,82536,49272,49273,48950,48686,48503,47989,46500,46530,46457,46940,47835,72263,94769,74111,94292,74338,94086,72600,93918,73472,93339,70488,93038,70657,92385,70686,92136,70620,92474,69623,92334,69711,92305
STAT,(NULL),Iterations,88,22516363,98054,271309,274888,284528,283662,283183,279152,268241,282988,278688,283655,280956,284793,281894,272159,276776,268602,285020,280593,270086,260264,264643,280646,276758,276197,286048,284796,283160,278942,284556,283283,275589,289741,287839,310275,289005,304456,252697,279016,285302,281437,285360,276244,276676,233906,223869,228702,241437,237824,280917,233463,232388,238171,279193,246697,241077,240936,285736,253952,246566,233944,235454,281344,240649,246035,241375,249850,243311,225068,225986,222814,228747,241261,219069,228990,217749,215887,222116,218480,224784,209392,214251,218914,216118,199869,226945,241220,239750
STAT,(NULL),LoopTime,88,38820336188,38820336188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
