==== BENCHMARK START ===
==== PARAMS kernel=4.9.5-64-net1 malloc=libc hostname=rack-mad-04 threads=16 delta=8 prog=sssp-klsm4096  ===
ERROR: ld.so: object '/specific/disk1/home/adamx/malloc/lib64/libjemalloc.so' from LD_PRELOAD cannot be preloaded (cannot open shared object file): ignored.
Galois Benchmark Suite v2.2.1 (r0)
Copyright (C) 2014 The University of Texas at Austin
http://iss.ices.utexas.edu/galois/

application: Single Source Shortest Path
Computes the shortest path from a source node to all nodes in a directed graph using a modified chaotic iteration algorithm
http://iss.ices.utexas.edu/?p=projects/galois/benchmarks/single_source_shortest_path

INFO: CommandLine ./build/debug/apps/sssp/sssp -noverify -t 16 -delta 8 -wl klsm4096 -startNode 0 /specific/disk1/home/mad/Galois-PQ/inputs/road/USA-road-t.USA.gr
INFO: Hostname rack-mad-04
Read 23947347 nodes
Running Asynchronous with CAS version
INFO: Using delta-step of 1
WARNING: Performance varies considerably due to delta parameter.
WARNING: Do not expect the default to be good for your graph.
Node 1 has distance 5062
STATTYPE,LOOP,CATEGORY,n,sum,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15
STAT,(NULL),BadWork,16,101372216604,5892454867,6926167681,6427322991,7118432281,7331568388,5370624742,5194966788,6513176244,5115637701,6734077376,5525095892,6695929562,5497691580,7150963776,7015020794,6863085941
STAT,(NULL),BarrierTime,16,2635667,344099,334354,249073,225189,208457,174838,187292,120588,71968,110876,87232,86540,127027,127457,126159,54518
STAT,(NULL),ConflictTime,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),Conflicts,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),EmptyPopTime,16,121808271,4786906,6836389,9858088,7937122,6448467,9089037,9149697,8370190,6245066,6918166,8609398,6286127,8233727,8161525,5944933,8933433
STAT,(NULL),EmptyWork,16,1901764201,120792138,110931365,113885761,127177012,113022031,127189466,121533693,119345898,112672065,113739414,124283721,124361285,123103355,124642069,106903788,118181140
STAT,(NULL),GaloisTime,16,82645554490,5140042402,5175865375,5153824884,5146216482,5167121224,5152241149,5168017996,5186885788,5161911908,5177502333,5162011808,5179572731,5153574822,5173778248,5167718133,5179269207
STAT,(NULL),InitPushTime,16,679480,66866,12003,134531,37728,36517,36235,36714,36489,36620,35479,35382,35002,35054,34548,35212,35100
STAT,(NULL),Iterations,16,79310189,3952619,5033492,4988137,4959166,5020279,5033168,5025709,5047037,5010587,5018761,5035522,5051489,5019868,5053246,5041020,5020089
STAT,(NULL),LoopTime,16,29927183702,29927183702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),MeminfoPost,16,2208,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138
STAT,(NULL),MeminfoPre,16,2208,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138
STAT,(NULL),NumaPost,16,11005,9392,229,1187,197,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),PopTime,16,125824601614,7827964360,7860872734,7859281001,7849476353,7886168654,7904972621,7866365452,7910442439,7837968131,7873158466,7865028548,7843553867,7850517593,7879906979,7854646719,7854277697
STAT,(NULL),PushTime,16,105230254593,6714108295,6555941718,6504844978,6614265643,6589199210,6544092292,6557077246,6570146092,6551843903,6566654353,6543742895,6598044250,6596156731,6587956410,6565232308,6570948269
STAT,(NULL),RusageSys,16,8000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),RusageUser,16,215580000,215580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),Threads,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),Time,16,29951066012,29951066012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),TotalTime,16,38128092162,38128092162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),UserTime,16,158013867124,9800920627,9898168339,9966920899,9863542765,9846656119,9871030263,9886471995,9813425948,9937974608,9870642937,9904939296,9856797230,9877030464,9834170632,9908168910,9877006092
STAT,(NULL),Work,16,473739268888,29608733303,29608686518,29608686178,29608685768,29608685525,29608741439,29608708891,29608686928,29608742974,29608704636,29608730069,29608731444,29608686645,29608686275,29608685656,29608686639
STAT,(NULL),nBad,16,119000881,6864543,8065861,7469262,8365533,8472949,6323035,6244129,7715777,6001077,7970646,6533679,7971155,6382571,8415437,8220292,7984935
STAT,(NULL),nEmpty,16,7292462,364863,433582,444433,483633,436469,499530,473922,468699,436339,435142,485069,486681,478521,488537,420761,456281
STAT,(NULL),nEmptyPop,16,33686,1664,2290,2449,2124,1758,2462,2450,2051,1874,1970,2116,1858,2501,1951,1708,2460
STAT,(NULL),nOverall,16,177334222,8852871,11234271,11170168,11146353,11202470,11289051,11232176,11285057,11109934,11226976,11238606,11345809,11282473,11336685,11197373,11183949
STAT,(NULL),nPop,16,79310189,3952619,5033492,4988137,4959166,5020279,5033168,5025709,5047037,5010587,5018761,5035522,5051489,5019868,5053246,5041020,5020089
STAT,(NULL),nPush,16,79310186,3951944,5030750,4983031,4963002,5023725,5021836,5025685,5044805,5013515,5022034,5032232,5053368,5028112,5052593,5041955,5021599
STAT,(NULL),nPushInit,16,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
==== BENCHMARK TOOK 18.087
