==== BENCHMARK START ===
==== PARAMS kernel=4.9.5-64-net1 malloc=libc hostname=rack-mad-04 threads=88 delta=8 prog=sssp-klsm64  ===
ERROR: ld.so: object '/specific/disk1/home/adamx/malloc/lib64/libjemalloc.so' from LD_PRELOAD cannot be preloaded (cannot open shared object file): ignored.
Galois Benchmark Suite v2.2.1 (r0)
Copyright (C) 2014 The University of Texas at Austin
http://iss.ices.utexas.edu/galois/

application: Single Source Shortest Path
Computes the shortest path from a source node to all nodes in a directed graph using a modified chaotic iteration algorithm
http://iss.ices.utexas.edu/?p=projects/galois/benchmarks/single_source_shortest_path

INFO: CommandLine ./build/debug/apps/sssp/sssp -noverify -t 88 -delta 8 -wl klsm64 -startNode 0 /specific/disk1/home/mad/Galois-PQ/inputs/clique4000.gr
INFO: Hostname rack-mad-04
Read 4000 nodes
Running Asynchronous with CAS version
INFO: Using delta-step of 1
WARNING: Performance varies considerably due to delta parameter.
WARNING: Do not expect the default to be good for your graph.
INVALID RUN?  Loop (null) 31.714% system time
INVALID RUN?  Loop (null) possible co-runner, execution took 1.514 than expected (systime=940000 usertime=2024000 measured=50989
Node 1 has distance 3
STATTYPE,LOOP,CATEGORY,n,sum,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87
STAT,(NULL),BadWork,88,11209061,0,0,0,0,939296,0,0,0,1010924,0,0,0,0,0,0,0,0,0,1019712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595188,0,0,840856,0,0,846092,1338564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425148,0,0,0,0,0,0,0,1875881,0,0,0,1317400,0,0,0,0,0,0,0
STAT,(NULL),BarrierTime,88,94480414,1864644,1854972,1792464,1768216,2090240,2062428,2057600,1975908,1964960,1662016,1969388,1948124,1939716,1614284,1591868,1806004,1796480,1837956,1841768,1819432,1486056,1477120,1571640,1602596,1652272,1282502,1320402,1660581,1323766,1630175,1610025,1161564,828640,782376,816560,823232,1107600,854324,1134608,796952,1148908,1145960,1117748,1095984,1002912,1049524,987584,672380,639924,1049896,917820,946768,985516,978948,670564,718016,621220,688128,909296,654844,341540,999364,597656,944016,588288,906880,404604,490472,505812,509340,531956,465892,452552,412020,518712,117560,457920,487048,96252,89092,395840,507220,406568,417744,477920,157200,391592,1625955
STAT,(NULL),ConflictTime,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),Conflicts,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),EmptyPopTime,88,80998892,576028,754972,929176,687276,915400,613840,634580,564432,635172,644652,623752,710844,911188,661420,648136,632908,701376,759264,740668,845212,503504,656076,679092,628464,717376,739616,701016,609236,616344,962976,884140,702504,880072,817504,1164496,797964,727232,832784,771220,687820,776040,712816,638720,613304,488556,665864,1780324,582724,2701784,461692,1885868,931612,556968,881420,2337864,2513068,696660,691624,2416432,834420,1327740,464428,757892,2362304,955356,837568,2734240,1007196,543740,696024,990076,514164,969588,2073708,426208,1460896,993128,2304648,706828,602372,562080,882728,649680,1290876,679352,687924,613524,467132
STAT,(NULL),EmptyWork,88,3877772,87784,82628,74676,62956,71308,88208,70636,82252,68360,68896,72212,70612,81648,77064,49320,65316,66492,75784,80216,80044,80368,48880,58092,48736,56236,52368,68028,82880,58688,57616,65684,67748,67096,70732,55556,58768,55324,63716,31512,57996,65996,53336,65816,51168,27792,21760,21200,18280,12184,25328,28960,23012,19336,20196,14940,17824,16552,26432,28656,42836,24136,27232,26724,19972,20660,10164,7976,13224,17152,26788,24208,24528,26016,22088,10568,25276,19424,22020,29080,27424,10936,16044,21584,21472,21972,27292,25572,24200
STAT,(NULL),GaloisTime,88,64801040,766612,626492,785392,602196,851428,578508,815328,615960,904772,809056,606896,717684,604544,875416,746264,878304,586580,842344,848088,875104,616912,514852,599976,722516,797612,557440,669700,603496,777840,602188,867296,583024,624880,908328,752336,875580,827896,989748,944464,569936,940912,922072,972740,972456,589728,514280,715980,607024,652944,894780,938660,865304,935832,940288,615752,492648,924052,799744,839516,996840,863664,950380,753596,765380,936852,485020,634080,613296,880976,535476,914768,517008,541264,875232,523608,528420,603068,533732,593756,938048,486636,927264,678040,555640,566460,560172,931728,632936
STAT,(NULL),InitPushTime,88,62788770,131632,116584,119460,133432,121564,115360,119216,149252,159400,139456,153232,130548,142340,134912,145120,210096,217172,180104,175332,198548,190264,207392,394490,349030,300000,361035,223234,291830,312766,321574,342760,728848,773528,772536,710216,750785,780118,712586,756808,709464,742550,731582,769333,800772,884840,821616,899671,821886,847835,770278,906286,866704,834383,845036,831077,768538,869200,1071988,904375,1161686,1149344,817800,888703,839034,859095,875789,1348901,1264716,1242000,1246548,1224606,1288864,1303552,1337910,1236426,1294085,1268904,1269624,1329930,1328212,1358459,1248638,1349168,1305583,1250025,1274341,1364219,92634
STAT,(NULL),Iterations,88,21774,451,426,395,337,377,459,371,425,360,366,374,372,422,400,272,351,353,397,418,415,417,261,315,269,305,292,364,434,323,318,355,361,359,374,303,320,299,339,193,317,351,293,351,284,171,143,138,126,94,159,177,143,130,134,105,124,121,164,178,247,151,169,164,128,134,92,82,102,124,167,152,153,160,142,91,163,133,137,175,169,90,112,140,141,142,165,159,145
STAT,(NULL),LoopTime,88,112258228,112258228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
