==== BENCHMARK START ===
==== PARAMS kernel=4.9.5-64-net1 malloc=libc hostname=rack-mad-04 threads=32 delta=8 prog=sssp-klsm512  ===
ERROR: ld.so: object '/specific/disk1/home/adamx/malloc/lib64/libjemalloc.so' from LD_PRELOAD cannot be preloaded (cannot open shared object file): ignored.
Galois Benchmark Suite v2.2.1 (r0)
Copyright (C) 2014 The University of Texas at Austin
http://iss.ices.utexas.edu/galois/

application: Single Source Shortest Path
Computes the shortest path from a source node to all nodes in a directed graph using a modified chaotic iteration algorithm
http://iss.ices.utexas.edu/?p=projects/galois/benchmarks/single_source_shortest_path

INFO: CommandLine ./build/debug/apps/sssp/sssp -noverify -t 32 -delta 8 -wl klsm512 -startNode 0 /specific/disk1/home/mad/Galois-PQ/inputs/road/USA-road-t.USA.gr
INFO: Hostname rack-mad-04
Read 23947347 nodes
Running Asynchronous with CAS version
INFO: Using delta-step of 1
WARNING: Performance varies considerably due to delta parameter.
WARNING: Do not expect the default to be good for your graph.
Node 1 has distance 5062
STATTYPE,LOOP,CATEGORY,n,sum,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31
STAT,(NULL),BadWork,32,18543168899,612625938,525784254,571100374,562543427,597415171,567034418,624968318,563630498,619875315,554794292,629698395,633947401,603272111,593595656,583878735,562084663,594820599,545558807,548688062,569803039,574193126,589922646,546358511,584167304,577127622,524152045,556480213,584586423,529985449,579832136,594267841,636976110
STAT,(NULL),BarrierTime,32,11059427,778628,748863,652441,634804,632872,566344,394046,328364,510245,557899,336038,297301,516218,297873,463381,446827,408793,420938,243363,238707,458292,233950,24482,18448,226598,179912,26694,24858,29893,226505,18625,117225
STAT,(NULL),ConflictTime,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),Conflicts,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),EmptyPopTime,32,466009549,11932400,14749341,14736925,17380622,15807646,15104570,16365452,16684166,14091851,16347311,17394828,16620617,16675758,15816975,13570549,16826822,16592827,15962801,15828774,14154421,16476430,15723682,12963978,11661460,12222396,11802806,12211437,12147287,11776922,11703535,12099860,12575100
STAT,(NULL),EmptyWork,32,1135914911,28049250,35455287,34363462,34816195,34278858,33610574,33013548,34370555,34110516,34288327,34255729,33115734,33745094,34010561,35101936,34321142,33983478,33129714,34827567,33705826,33267302,34407960,39783663,41920963,38823049,39280186,39032481,39613721,38742662,38299640,38469662,37720269
STAT,(NULL),GaloisTime,32,36638209975,1135129791,1156589550,1153007573,1159045190,1157484845,1162247048,1156571448,1154273628,1161020271,1164954460,1158268354,1166561938,1162483285,1162583209,1158971191,1154722189,1154089376,1162051028,1158929634,1160911974,1160957275,1158473516,1111586496,1115757708,1119861930,1118637248,1109821961,1114729546,1112780787,1118395065,1116950090,1120362371
STAT,(NULL),InitPushTime,32,1883248,30920,10730,127772,36875,36371,36159,36384,36149,35525,35249,35992,35143,35218,34411,35807,35703,35203,34020,33588,34305,34441,34329,107514,107433,107594,107588,107235,108650,107162,107331,107463,74984
STAT,(NULL),Iterations,32,35227463,841008,1122446,1118970,1125771,1121377,1127158,1122461,1122488,1123776,1126948,1122137,1127837,1119718,1125385,1117893,1117829,1120327,1123119,1124729,1126451,1121359,1122225,1077987,1081827,1078926,1084341,1079155,1083194,1076290,1082077,1079464,1082790
STAT,(NULL),LoopTime,32,9105858904,9105858904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
