==== BENCHMARK START ===
==== PARAMS kernel=4.9.5-64-net1 malloc=libc hostname=rack-mad-04 threads=16 delta=8 prog=sssp-klsm256  ===
ERROR: ld.so: object '/specific/disk1/home/adamx/malloc/lib64/libjemalloc.so' from LD_PRELOAD cannot be preloaded (cannot open shared object file): ignored.
Galois Benchmark Suite v2.2.1 (r0)
Copyright (C) 2014 The University of Texas at Austin
http://iss.ices.utexas.edu/galois/

application: Single Source Shortest Path
Computes the shortest path from a source node to all nodes in a directed graph using a modified chaotic iteration algorithm
http://iss.ices.utexas.edu/?p=projects/galois/benchmarks/single_source_shortest_path

INFO: CommandLine ./build/debug/apps/sssp/sssp -noverify -t 16 -delta 8 -wl klsm256 -startNode 0 /specific/disk1/home/mad/Galois-PQ/inputs/road/USA-road-d.USA.gr
INFO: Hostname rack-mad-04
Read 23947347 nodes
Running Asynchronous with CAS version
INFO: Using delta-step of 1
WARNING: Performance varies considerably due to delta parameter.
WARNING: Do not expect the default to be good for your graph.
Node 1 has distance 2025
STATTYPE,LOOP,CATEGORY,n,sum,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15
STAT,(NULL),BadWork,16,6402061763,515629902,382466759,420769225,372437967,369581180,407754405,397438067,400089080,413123877,361871163,383983646,412946888,377491875,398728382,411513258,376236089
STAT,(NULL),BarrierTime,16,2394311,373330,288845,221933,199408,198677,181678,181575,95058,100119,118631,101744,75270,75431,76220,74114,32278
STAT,(NULL),ConflictTime,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),Conflicts,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),EmptyPopTime,16,377071028,24139132,23551402,22268858,23930082,23861097,23740124,24628319,23242224,24038187,23045478,22401939,23273561,23876677,24003930,22335659,24734359
STAT,(NULL),EmptyWork,16,744585846,41572915,46866765,46523599,46737946,47253511,46563073,46682907,46524404,46169845,46751403,46832055,46819629,46456916,47832647,47729404,47268827
STAT,(NULL),GaloisTime,16,30684157932,1850879178,1920910770,1917091526,1924656951,1919496729,1923432758,1920670249,1932540131,1922673766,1922225714,1921454969,1924517351,1923747210,1927871936,1918570635,1913418059
STAT,(NULL),InitPushTime,16,635156,29296,10098,126082,38735,38738,36095,36596,36538,35953,35373,35324,35504,35124,34474,35613,35613
STAT,(NULL),Iterations,16,29220170,1431504,1847433,1851914,1854971,1854758,1857680,1851593,1848919,1850956,1856088,1853772,1855798,1853953,1856749,1848608,1845474
STAT,(NULL),LoopTime,16,14576120594,14576120594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),MeminfoPost,16,2208,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138
STAT,(NULL),MeminfoPre,16,2208,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138
STAT,(NULL),NumaPost,16,10363,8755,407,1000,201,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),PopTime,16,87049840758,5845031797,5407887546,5420144198,5405607533,5414356131,5406767199,5425710986,5417671739,5407687170,5406976654,5409935260,5406057393,5415323009,5405203862,5422864239,5432616042
STAT,(NULL),PushTime,16,45721004224,2777762600,2862677757,2859075391,2869201813,2857672281,2863493887,2859363850,2858951820,2875129988,2872810936,2873927669,2863002173,2858449634,2867495164,2853500250,2848489011
STAT,(NULL),RusageSys,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),RusageUser,16,103684000,103684000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),Threads,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),Time,16,14598848408,14598848408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),TotalTime,16,23770829768,23770829768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),UserTime,16,63246600867,3699567876,3977059535,3973850155,3968819125,3976314232,3974956227,3961898143,3960023175,3963255089,3967143046,3964402247,3975284418,3971100059,3966546357,3973953700,3972427483
STAT,(NULL),Work,16,227824576673,14239033279,14239061022,14239026266,14239026057,14239026396,14239026184,14239026311,14239059357,14239058746,14239042519,14239058920,14239026457,14239025920,14239026593,14239026262,14239026384
STAT,(NULL),nBad,16,7529037,583713,451649,498451,440688,438188,478931,465919,471464,485749,427597,449062,489552,445296,471678,486691,444409
STAT,(NULL),nEmpty,16,2415216,113558,153483,152617,153937,155293,153390,153253,152566,151812,153713,153889,154409,152709,153917,152343,154327
STAT,(NULL),nEmptyPop,16,93910,4889,5985,5776,6108,5991,6083,5918,5894,5988,5837,5884,5905,6006,5868,5888,5890
STAT,(NULL),nOverall,16,65862378,3230520,4166695,4177526,4182022,4175872,4185302,4170319,4164619,4171758,4180997,4177414,4189242,4175598,4188913,4166226,4159355
STAT,(NULL),nPop,16,29220170,1431504,1847433,1851914,1854971,1854758,1857680,1851593,1848919,1850956,1856088,1853772,1855798,1853953,1856749,1848608,1845474
STAT,(NULL),nPush,16,29220167,1428510,1849099,1853240,1854928,1853348,1857823,1848688,1848424,1851409,1857063,1853112,1857271,1853663,1858525,1848640,1846424
STAT,(NULL),nPushInit,16,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
==== BENCHMARK TOOK 11.728
