==== BENCHMARK START ===
==== PARAMS kernel=4.9.5-64-net1 malloc=libc hostname=rack-mad-04 threads=88 delta=8 prog=sssp-klsm4096  ===
ERROR: ld.so: object '/specific/disk1/home/adamx/malloc/lib64/libjemalloc.so' from LD_PRELOAD cannot be preloaded (cannot open shared object file): ignored.
Galois Benchmark Suite v2.2.1 (r0)
Copyright (C) 2014 The University of Texas at Austin
http://iss.ices.utexas.edu/galois/

application: Single Source Shortest Path
Computes the shortest path from a source node to all nodes in a directed graph using a modified chaotic iteration algorithm
http://iss.ices.utexas.edu/?p=projects/galois/benchmarks/single_source_shortest_path

INFO: CommandLine ./build/debug/apps/sssp/sssp -noverify -t 88 -delta 8 -wl klsm4096 -startNode 0 /specific/disk1/home/mad/Galois-PQ/inputs/clique4000.gr
INFO: Hostname rack-mad-04
Read 4000 nodes
Running Asynchronous with CAS version
INFO: Using delta-step of 1
WARNING: Performance varies considerably due to delta parameter.
WARNING: Do not expect the default to be good for your graph.
Node 1 has distance 3
STATTYPE,LOOP,CATEGORY,n,sum,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87
STAT,(NULL),BadWork,88,517776356,11927684,5441260,8948232,6354356,4709732,7490268,9559488,3505816,4895796,4561304,6506692,6276604,817584,11098220,5226472,4746496,5444340,9374608,8177116,1865844,7231700,5372892,7604984,6748140,4849276,856948,6615372,2700576,8776888,11005224,8086248,7861664,5985484,7376768,7182740,7443244,2702896,8179864,7595330,5897228,6031608,5815604,6135668,7587340,5583928,3591776,8663384,2201576,3718716,3668860,7174432,5826588,5207460,3583276,9200744,3631380,2696092,2716392,6873740,3638092,6872296,3492216,5435732,9160200,1928216,2697508,3603888,5428000,6231728,5608060,9326116,8398784,301572,11182652,5464564,1850788,6222862,1598204,7256584,3626500,3608152,3711556,10006480,5420332,10868704,4839696,3600064,9486868
STAT,(NULL),BarrierTime,88,22156141,665165,677692,674308,610528,632524,622976,571916,528004,556044,517844,530304,512096,511920,525776,485108,424516,459200,416156,456100,443472,425316,425092,216336,219116,218948,206629,206465,228499,208110,211364,206828,208092,226666,210132,203655,203720,183316,217938,208064,206548,208114,201613,231162,200928,236045,191829,189638,224894,156008,209644,157628,204594,173443,220545,158261,202496,151472,203862,183224,187840,125258,188765,183246,130668,147888,147897,105548,71900,66848,76928,58024,72068,75540,54112,91000,109728,102564,85312,76156,80844,87396,76652,66700,72980,88872,106816,72380,178328
STAT,(NULL),ConflictTime,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),Conflicts,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),EmptyPopTime,88,224510977,2981929,2693140,2748220,1961692,2492920,1963852,2488548,1765904,2156076,2519136,3014780,2804076,3128440,1989092,2208256,2627768,2660872,1878740,2712384,3215260,3243020,2820368,2050392,2263636,2434528,2557400,2444220,2989600,2274308,2058108,2670660,2784764,1756132,2908860,2588864,2296648,2815664,2526368,1901784,1919404,2788540,2858012,2727532,2268900,2617976,1501880,3099420,3225236,1982276,2892792,2501412,2486104,3127068,2438552,1978816,3385372,3056940,2104044,3049204,3014148,2401392,2759044,2636544,2611656,2783612,3227512,3275516,2663316,2417172,2774852,2681516,2749160,2438892,2482076,1821732,1066020,2610664,3033540,2628544,1089712,2570564,2720512,3117392,2817520,2811288,2431016,3208500,2261676
STAT,(NULL),EmptyWork,88,3858703,2027,0,66072,2408,16364,13260,0,35668,0,113072,20736,143672,56104,36948,280,36772,8864,28260,29372,34484,12768,328,0,14820,57660,58492,77372,89828,60508,964,38628,62436,59104,0,89016,114004,89056,244244,108904,180684,50560,105644,4732,28004,62072,0,106600,22484,12636,416,113388,25792,104808,71492,616,36444,12416,0,145300,304,10800,53616,0,16696,708,61724,19268,0,130876,41596,688,27676,25544,101944,21748,280,888,4312,472,316,14420,7560,56780,79232,137504,84936,37104,15128
STAT,(NULL),GaloisTime,88,94056404,1100000,843640,883272,804704,925468,740172,1055096,725976,1096488,951532,923984,1029400,1277648,725032,890176,857044,978772,739096,1094804,955448,842448,802156,800600,1155664,812252,917728,1251544,1400132,814608,1161844,1078612,1059964,1180740,1283840,895192,1309312,1217348,1346204,1318248,985828,924684,975740,1309620,772684,1253290,654735,1018748,1380292,1229800,887103,1435388,1152313,1525155,886146,1225355,1214500,1027176,1125208,1451786,849680,1275520,889628,937166,917238,996782,1482191,1437140,1034600,1281844,1207528,1136904,1361480,1068820,1117352,1190908,829016,1274564,884208,1285180,991436,1263028,1014568,987432,1439660,1031504,1202096,1211824,775368
STAT,(NULL),InitPushTime,88,14273650,175324,124244,119904,91156,91248,91968,92200,90564,99504,91148,90352,91760,90512,90616,90064,90696,91744,101208,91456,90596,91064,89900,194451,194810,195103,194751,198602,193600,191708,197025,204600,167479,173426,165961,170214,170398,183810,168373,172854,171109,168183,167728,167992,176866,189552,170911,167692,166210,165425,164237,164853,168132,166914,165851,164384,181368,184074,169341,170184,166247,185468,167038,164062,162492,164985,169642,192123,217290,184390,218028,186437,219988,186605,229987,208965,219993,188202,217823,182384,218397,184513,221656,185364,216932,186748,220360,209662,82470
STAT,(NULL),Iterations,88,22284,68,51,363,63,126,110,52,219,52,601,140,743,322,232,53,229,90,186,193,206,109,52,52,119,320,328,418,489,334,56,233,357,315,51,475,609,447,800,577,933,290,547,69,175,349,53,485,154,106,52,578,170,551,388,54,218,104,52,759,52,100,305,51,126,53,335,135,51,680,243,53,175,166,540,154,54,54,70,53,54,117,78,311,436,718,455,225,113
STAT,(NULL),LoopTime,88,54763572,54763572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
