==== BENCHMARK START ===
==== PARAMS kernel=4.9.5-64-net1 malloc=libc hostname=rack-mad-04 threads=16 delta=8 prog=sssp-klsm64  ===
ERROR: ld.so: object '/specific/disk1/home/adamx/malloc/lib64/libjemalloc.so' from LD_PRELOAD cannot be preloaded (cannot open shared object file): ignored.
Galois Benchmark Suite v2.2.1 (r0)
Copyright (C) 2014 The University of Texas at Austin
http://iss.ices.utexas.edu/galois/

application: Single Source Shortest Path
Computes the shortest path from a source node to all nodes in a directed graph using a modified chaotic iteration algorithm
http://iss.ices.utexas.edu/?p=projects/galois/benchmarks/single_source_shortest_path

INFO: CommandLine ./build/debug/apps/sssp/sssp -noverify -t 16 -delta 8 -wl klsm64 -startNode 0 /specific/disk1/home/mad/Galois-PQ/inputs/road/USA-road-t.USA.gr
INFO: Hostname rack-mad-04
Read 23947347 nodes
Running Asynchronous with CAS version
INFO: Using delta-step of 1
WARNING: Performance varies considerably due to delta parameter.
WARNING: Do not expect the default to be good for your graph.
Node 1 has distance 5062
STATTYPE,LOOP,CATEGORY,n,sum,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15
STAT,(NULL),BadWork,16,106910547,7216028,6679440,5876144,6061094,6058515,7316987,5909773,7180177,8188349,9095127,5411940,6902634,5706479,7160174,5286732,6860954
STAT,(NULL),BarrierTime,16,2479039,290598,306293,223378,188803,188597,189782,187237,109382,114579,114206,114640,112928,115200,116212,74860,32344
STAT,(NULL),ConflictTime,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),Conflicts,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),EmptyPopTime,16,4634451642,486635362,279049625,271766464,277491533,277023274,275803107,278532274,271840989,276112576,273292567,278235564,277165955,279691031,273331388,277347669,281132264
STAT,(NULL),EmptyWork,16,533675520,25528342,33515014,33624907,33627189,34884385,34894938,33824135,33758974,33599960,33631163,33708802,34678965,33656116,33516495,33597767,33628368
STAT,(NULL),GaloisTime,16,27467950366,1414140276,1728114805,1734765278,1744180850,1736652788,1745777327,1735482150,1725520475,1730439967,1741730197,1742633920,1746154939,1742466894,1750210457,1723836926,1725843117
STAT,(NULL),InitPushTime,16,634438,65645,10368,92626,36893,36632,36299,36651,36456,36144,35579,35467,35145,34982,34529,35546,35476
STAT,(NULL),Iterations,16,25639848,1065716,1630921,1631920,1644984,1640286,1647588,1633534,1632841,1634218,1643128,1643176,1645390,1642550,1646996,1629417,1627183
STAT,(NULL),LoopTime,16,21874446240,21874446240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),MeminfoPost,16,2208,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138
STAT,(NULL),MeminfoPre,16,2208,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138
STAT,(NULL),NumaPost,16,10744,9126,420,997,201,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),PopTime,16,173640754220,12310882956,10755438904,10754284037,10748382139,10759347715,10761226478,10759545651,10765274476,10741586545,10761651260,10753863461,10739516039,10737942253,10754212548,10780206228,10757393530
STAT,(NULL),PushTime,16,79977442581,4411279726,5051093257,5059480330,5029851665,5032921377,5016548212,5044596138,5046905186,5066693100,5030290199,5027172303,5031572111,5044144461,5021551703,5031286442,5032056371
STAT,(NULL),RusageSys,16,4000,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),RusageUser,16,156940000,156940000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),Threads,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),Time,16,21898849820,21898849820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),TotalTime,16,30525916865,30525916865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),UserTime,16,58678713978,2909844307,3711100009,3704390577,3724778314,3717482594,3724061522,3706331764,3715011510,3709880188,3717716762,3722697558,3729223456,3720410756,3725488838,3712037237,3728258586
STAT,(NULL),Work,16,344934221059,21558420114,21558386687,21558386899,21558386338,21558387051,21558386532,21558386918,21558386520,21558386921,21558386869,21558386982,21558386505,21558386911,21558386435,21558386860,21558386517
STAT,(NULL),nBad,16,122460,8170,7678,6801,7087,7023,8145,6912,8073,9305,10374,6191,7868,6428,8264,6231,7910
STAT,(NULL),nEmpty,16,1643377,66700,104410,104853,105448,105421,105721,105433,105237,104756,105372,105656,105160,105334,105283,104385,104208
STAT,(NULL),nEmptyPop,16,599909,30667,38139,37495,38130,37861,38141,37961,37749,37762,37976,38442,37611,37856,37587,38227,38305
STAT,(NULL),nOverall,16,58455801,2431865,3719817,3720119,3750392,3740541,3755009,3722786,3721889,3724924,3747403,3744132,3750640,3743971,3758462,3714809,3709042
STAT,(NULL),nPop,16,25639848,1065716,1630921,1631920,1644984,1640286,1647588,1633534,1632841,1634218,1643128,1643176,1645390,1642550,1646996,1629417,1627183
STAT,(NULL),nPush,16,25639845,1066262,1632126,1631450,1645488,1641114,1646239,1632676,1631772,1633304,1644754,1642456,1645877,1641751,1649183,1628566,1626827
STAT,(NULL),nPushInit,16,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
==== BENCHMARK TOOK 14.788
