==== BENCHMARK START ===
==== PARAMS kernel=4.9.5-64-net1 malloc=libc hostname=rack-mad-04 threads=16 delta=8 prog=sssp-klsm32  ===
ERROR: ld.so: object '/specific/disk1/home/adamx/malloc/lib64/libjemalloc.so' from LD_PRELOAD cannot be preloaded (cannot open shared object file): ignored.
Galois Benchmark Suite v2.2.1 (r0)
Copyright (C) 2014 The University of Texas at Austin
http://iss.ices.utexas.edu/galois/

application: Single Source Shortest Path
Computes the shortest path from a source node to all nodes in a directed graph using a modified chaotic iteration algorithm
http://iss.ices.utexas.edu/?p=projects/galois/benchmarks/single_source_shortest_path

INFO: CommandLine ./build/debug/apps/sssp/sssp -noverify -t 16 -delta 8 -wl klsm32 -startNode 0 /specific/disk1/home/mad/Galois-PQ/inputs/road/USA-road-d.USA.gr
INFO: Hostname rack-mad-04
Read 23947347 nodes
Running Asynchronous with CAS version
INFO: Using delta-step of 1
WARNING: Performance varies considerably due to delta parameter.
WARNING: Do not expect the default to be good for your graph.
Node 1 has distance 2025
STATTYPE,LOOP,CATEGORY,n,sum,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15
STAT,(NULL),BadWork,16,82085496,5514695,4087167,4444021,4539352,5020151,5171737,5406585,4810217,5666604,5311358,5273740,5471621,5393676,4948121,5829741,5196710
STAT,(NULL),BarrierTime,16,2399295,477608,396726,175663,168670,101941,154768,150893,88458,157828,172677,50210,45225,42498,46828,158682,10620
STAT,(NULL),ConflictTime,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),Conflicts,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),EmptyPopTime,16,10525774229,1091216283,628144135,626290768,627869116,631714220,629812538,630158295,625956092,625681074,626167401,626781641,628274557,627277837,622230200,639711042,638489030
STAT,(NULL),EmptyWork,16,565138489,27075407,35565744,35775624,36695584,35749419,35744584,35791342,35749705,35762821,35675545,35873072,35749700,35648614,35647571,36862313,35771444
STAT,(NULL),GaloisTime,16,27880644880,1430389036,1755220671,1757412069,1762955803,1765659124,1773345882,1759987426,1765837139,1763555028,1772394423,1765765512,1773823111,1765876666,1765765736,1755518812,1747138442
STAT,(NULL),InitPushTime,16,709024,30476,12031,92197,36969,99678,35950,36514,51617,66674,35251,35573,35081,35282,34481,35798,35452
STAT,(NULL),Iterations,16,25709410,1087896,1629090,1639388,1643221,1645498,1650404,1641012,1638755,1641658,1647098,1647022,1646896,1643822,1646983,1631740,1628927
STAT,(NULL),LoopTime,16,24554484863,24554484863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),MeminfoPost,16,2208,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138
STAT,(NULL),MeminfoPre,16,2208,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138
STAT,(NULL),NumaPost,16,10375,8748,228,1203,196,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),PopTime,16,201073181131,13957761618,12481315310,12488904331,12392405766,12482108660,12476152548,12489868271,12478432778,12482627281,12477374277,12480498304,12459861843,12471221959,12490016559,12481492387,12483139239
STAT,(NULL),PushTime,16,87278486990,4721714456,5522590134,5495403561,5591593603,5487319095,5479092860,5492091896,5498755278,5497319158,5486297083,5490641616,5503964277,5502963300,5497934366,5501475130,5509331177
STAT,(NULL),RusageSys,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),RusageUser,16,175884000,175884000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),Threads,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),Time,16,24582792681,24582792681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),TotalTime,16,33866054132,33866054132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),UserTime,16,59152853956,2926597560,3731918991,3750968753,3743235316,3752204528,3760606567,3746858071,3750024740,3749807109,3756846475,3755195353,3753081673,3751766658,3743160659,3739695316,3740886187
STAT,(NULL),Work,16,386478950457,24154868644,24154854565,24154978368,24154975280,24154968898,24154972788,24154972652,24154969228,24154825950,24154846329,24154968373,24154972357,24154976035,24154972739,24154857420,24154970831
STAT,(NULL),nBad,16,93495,6290,4745,5071,5205,5731,5928,6140,5429,6394,6048,5900,6179,6168,5718,6602,5947
STAT,(NULL),nEmpty,16,1724877,70647,109190,110169,110311,110455,110850,110405,110165,110373,110478,111105,110679,110318,110656,109492,109584
STAT,(NULL),nEmptyPop,16,1150341,58876,72526,72667,72920,73276,72839,72581,72622,72583,72748,73024,72804,72327,71965,73065,73518
STAT,(NULL),nOverall,16,58426836,2472434,3703144,3725662,3735358,3739792,3749946,3727575,3724401,3731126,3744576,3740380,3744367,3736051,3744325,3708065,3699634
STAT,(NULL),nPop,16,25709410,1087896,1629090,1639388,1643221,1645498,1650404,1641012,1638755,1641658,1647098,1647022,1646896,1643822,1646983,1631740,1628927
STAT,(NULL),nPush,16,25709407,1088428,1629708,1638894,1643640,1645039,1649468,1640739,1638736,1642283,1648774,1646556,1647109,1644038,1648636,1630509,1626850
STAT,(NULL),nPushInit,16,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
==== BENCHMARK TOOK 16.287
