==== BENCHMARK START ===
==== PARAMS kernel=4.9.5-64-net1 malloc=libc hostname=rack-mad-04 threads=88 delta=8 prog=sssp-klsm2048  ===
ERROR: ld.so: object '/specific/disk1/home/adamx/malloc/lib64/libjemalloc.so' from LD_PRELOAD cannot be preloaded (cannot open shared object file): ignored.
Galois Benchmark Suite v2.2.1 (r0)
Copyright (C) 2014 The University of Texas at Austin
http://iss.ices.utexas.edu/galois/

application: Single Source Shortest Path
Computes the shortest path from a source node to all nodes in a directed graph using a modified chaotic iteration algorithm
http://iss.ices.utexas.edu/?p=projects/galois/benchmarks/single_source_shortest_path

INFO: CommandLine ./build/debug/apps/sssp/sssp -noverify -t 88 -delta 8 -wl klsm2048 -startNode 0 /specific/disk1/home/mad/Galois-PQ/inputs/planar10M.gr
INFO: Hostname rack-mad-04
Read 10000000 nodes
Running Asynchronous with CAS version
INFO: Using delta-step of 1
WARNING: Performance varies considerably due to delta parameter.
WARNING: Do not expect the default to be good for your graph.
Node 1 has distance 7300
STATTYPE,LOOP,CATEGORY,n,sum,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87
STAT,(NULL),BadWork,88,41403628097,460060784,468370847,769975096,487959549,409924357,605442881,407281007,427326304,406224867,444126618,405386412,400135159,436514321,462882076,439001589,416454754,405678962,588575966,411387013,398993105,429607618,630369268,478923195,439169269,664346912,490715753,462660567,426552282,466029705,417986408,678838717,552027056,457753985,457300113,436421635,416327758,482729539,444047957,400343790,427450352,756220951,414588765,476254655,442657692,505632644,382602570,453167750,471926480,622441304,447212916,397484906,559612737,398818775,434252609,444226414,504195033,498776362,413309346,417762537,404522021,375111070,578876374,414108625,399053437,423597750,1310744044,417427068,669636787,512393194,453263923,397398553,384945069,386098486,459805623,384924499,417284309,405402806,500203560,458663660,394850579,400401424,391672817,393565879,411073456,516444757,372545461,387852198,429312676
STAT,(NULL),BarrierTime,88,31334503,1799712,850295,831451,744943,797034,690399,728298,630510,591727,545880,605783,609693,595498,585100,582568,560152,491352,525848,494276,455046,573450,571998,209527,254470,227987,336435,596637,301715,296573,197191,261640,1135615,228402,303175,321429,261461,216411,208648,318202,311615,226584,1136286,331439,221540,314361,335987,291524,284772,346339,276271,254467,287279,296124,287783,330487,275937,281449,298886,259860,278523,263933,302639,353952,220082,292770,216889,115849,100590,100010,36435,125075,134563,119023,103256,92932,110186,134640,128268,98830,79537,90774,95716,72939,134481,32377,134410,76753,103550
STAT,(NULL),ConflictTime,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),Conflicts,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),EmptyPopTime,88,2991887557,22291079,31658942,24297148,26627393,34610214,25410279,32451496,36805994,31995566,24482052,31134220,36261646,26546410,34055039,35861817,31302306,32590589,29809682,31184071,23941834,27240822,26533692,48357849,38028553,25668771,32968217,26509004,36726621,34752055,40313562,27101040,27337773,24797271,41129196,35301402,38749228,41248144,33948273,36757384,31369740,27200406,30332647,31710943,33161091,32141723,49333495,40583192,28779733,29270226,37458781,38198389,35441734,33359255,36270108,27870220,33738831,31693179,27459186,35274934,32253134,44225754,26409703,34527713,33060194,47041652,19343073,42864120,33639661,40169623,35778729,41958287,38193592,40902653,34683585,35216325,37166348,36319638,38022771,32589839,34557909,43492066,37029052,42546939,36524231,33833652,37360069,36988040,47754758
STAT,(NULL),EmptyWork,88,5653575960,53154181,67761716,63931622,66859545,69279643,66183808,68364955,67493577,70396552,67293400,68825895,68737274,67877171,67475076,67082124,67573754,67033991,69225879,69305265,70016431,68228308,64443503,63326889,65647780,63133361,64076760,65414353,65432802,64753875,64665348,60000684,64141209,65833203,63716140,64995180,65752104,64200806,63784234,65240309,64324837,59248637,66011532,66320241,65059345,65607337,66783406,65675541,66007353,64581441,64585093,64248667,63507424,65787209,65738962,66048987,64484965,65559192,65138468,66615566,67560954,65688392,65327139,65949143,66466107,64773048,48763562,59630586,57185766,59381478,60922808,60927659,62627276,60865346,59718107,61164828,62401589,60456096,59800797,59519168,62089403,60987895,60345474,60343435,62358169,61228285,62276679,60919345,61904516
STAT,(NULL),GaloisTime,88,25288883101,263228106,294498705,319244096,295639876,289263800,309101035,287248401,292274398,290466274,291760616,288713805,289993080,292680666,293884457,291380302,290711277,286428320,306279439,290401160,289677034,291693635,306454036,289058694,288779214,307896280,295086612,289425454,289297522,287823122,286738215,304722107,296729258,287541975,289037376,286975765,284671096,289620197,286081598,280074368,285163394,312989127,287316369,286753984,287102126,294505550,282118077,287587637,292496969,306418501,286886413,280007022,295162363,283627261,288600902,289362398,293667885,295068030,283650904,282262707,283316316,281800030,302296781,284859623,284801459,283299259,354551934,269853333,290386891,281546176,278276051,271484543,271746035,268357279,273708726,268749150,275035278,271832124,281028907,272698010,273650519,269031215,268201526,267208150,277802249,283879495,269373837,268117634,270661581
STAT,(NULL),InitPushTime,88,6559136,5696,39000,12400,11940,2856,12060,11468,62824,51528,52496,49920,40916,40952,40368,42028,42168,41248,39504,39856,40952,40696,40356,157594,157604,157924,157446,158028,157654,157662,157239,157664,76544,78056,75616,77876,74512,74744,74132,74892,78932,76380,77012,77288,79176,81888,34732,35188,34124,33016,33452,33316,33348,31644,32088,31588,31664,31868,34284,31976,32220,31364,30184,29440,28884,30544,30180,125947,124964,102632,124486,125020,124867,102719,124369,102078,125082,102536,123989,102976,124394,124181,124092,124154,123681,123747,123784,123926,123313
STAT,(NULL),Iterations,88,36379789,300407,432625,447137,432552,428723,441172,425495,424428,430997,430232,430445,431040,430447,434504,426360,425720,421777,445733,433046,425315,430440,436374,413502,414786,429810,419538,417307,420200,413964,414685,422240,427715,416626,413691,414881,415218,416226,413748,409932,411375,430310,417793,412690,415013,427338,415592,421222,424167,436630,418668,409783,421780,415545,415864,420558,426245,424762,417090,413510,415117,413858,427469,417642,420006,413041,449143,385620,399191,396072,392759,391213,388127,382516,390314,387639,392578,389882,393458,387754,391550,383482,380415,382208,395678,398431,393201,380916,385536
STAT,(NULL),LoopTime,88,9464311516,9464311516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),MeminfoPost,88,1056,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
