==== BENCHMARK START ===
==== PARAMS kernel=4.9.5-64-net1 malloc=libc hostname=rack-mad-04 threads=16 delta=8 prog=sssp-klsm256  ===
ERROR: ld.so: object '/specific/disk1/home/adamx/malloc/lib64/libjemalloc.so' from LD_PRELOAD cannot be preloaded (cannot open shared object file): ignored.
Galois Benchmark Suite v2.2.1 (r0)
Copyright (C) 2014 The University of Texas at Austin
http://iss.ices.utexas.edu/galois/

application: Single Source Shortest Path
Computes the shortest path from a source node to all nodes in a directed graph using a modified chaotic iteration algorithm
http://iss.ices.utexas.edu/?p=projects/galois/benchmarks/single_source_shortest_path

INFO: CommandLine ./build/debug/apps/sssp/sssp -noverify -t 16 -delta 8 -wl klsm256 -startNode 0 /specific/disk1/home/mad/Galois-PQ/inputs/road/USA-road-t.USA.gr
INFO: Hostname rack-mad-04
Read 23947347 nodes
Running Asynchronous with CAS version
INFO: Using delta-step of 1
WARNING: Performance varies considerably due to delta parameter.
WARNING: Do not expect the default to be good for your graph.
Node 1 has distance 5062
STATTYPE,LOOP,CATEGORY,n,sum,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15
STAT,(NULL),BadWork,16,1283686276,91158952,76109782,86013303,74644751,88069292,82124967,74470151,83623243,87439040,73655552,70153156,71309155,83679244,79889779,79378772,81967137
STAT,(NULL),BarrierTime,16,2422186,343830,301190,220826,193382,163983,193452,175602,114549,119831,81824,81743,119144,120739,82055,78760,31276
STAT,(NULL),ConflictTime,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),Conflicts,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),EmptyPopTime,16,692539775,59755133,41564092,43616306,41364358,42701756,42470984,41647336,41015498,43701635,41727417,43268405,42147328,42011728,40545142,43569266,41433391
STAT,(NULL),EmptyWork,16,591100503,31875600,37272424,37111334,38330461,37035064,36887716,37861537,36867631,36756343,37035946,38119106,36853488,36785400,36736526,37124165,38447762
STAT,(NULL),GaloisTime,16,27788078136,1618369136,1740039496,1743539690,1749458391,1742807888,1753316416,1740799065,1742688265,1743952737,1747136495,1759996133,1747746627,1745654558,1746237045,1736681442,1729654752
STAT,(NULL),InitPushTime,16,645479,34116,11452,129803,39457,36371,38796,36498,36602,35959,35361,35197,35161,34964,34211,35424,36107
STAT,(NULL),Iterations,16,26380471,1273184,1672087,1672669,1679236,1676262,1679639,1669768,1671425,1669739,1675150,1675837,1679084,1674427,1678296,1668649,1665019
STAT,(NULL),LoopTime,16,16181025222,16181025222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),MeminfoPost,16,2208,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138
STAT,(NULL),MeminfoPre,16,2208,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138
STAT,(NULL),NumaPost,16,10871,9264,232,1175,200,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),PopTime,16,114080764251,7878949443,7101257790,7085406847,7067731137,7080762621,7067155725,7077080878,7095678294,7080740096,7078343751,7078607548,7064950726,7057664497,7071407988,7095402354,7099624556
STAT,(NULL),PushTime,16,51241797388,2922840088,3200905061,3210383832,3225831609,3220805700,3226073508,3230641357,3209089214,3229385224,3226472676,3208537113,3226074872,3250462630,3230437751,3205597553,3218259200
STAT,(NULL),RusageSys,16,8000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),RusageUser,16,115212000,115212000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),Threads,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),Time,16,16210340291,16210340291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),TotalTime,16,25297005178,25297005178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),UserTime,16,58781992999,3311727196,3702478072,3703459106,3700800536,3699404420,3697611897,3695486802,3698178173,3688981231,3692800733,3694988655,3705744131,3690938857,3698153099,3705143120,3696096971
STAT,(NULL),Work,16,253177581488,15823624985,15823595844,15823595574,15823595459,15823614758,15823595702,15823595735,15823596008,15823595486,15823595659,15823595355,15823595534,15823596958,15823596375,15823596409,15823595647
STAT,(NULL),nBad,16,1513381,103653,90084,102896,87658,102812,97797,88504,99553,102398,87612,83897,85122,98161,95152,90154,97928
STAT,(NULL),nEmpty,16,1864890,87914,119044,118616,119552,118864,118770,117405,118120,117753,118851,118351,118621,118186,118303,118098,118442
STAT,(NULL),nEmptyPop,16,153263,8220,9817,9841,9644,9759,9534,9569,9555,9824,9760,9672,9569,9550,9606,9792,9551
STAT,(NULL),nOverall,16,59846722,2888954,3788443,3796019,3808358,3801852,3810895,3790369,3791993,3792116,3798934,3802004,3808727,3798316,3809796,3783679,3776267
STAT,(NULL),nPop,16,26380471,1273184,1672087,1672669,1679236,1676262,1679639,1669768,1671425,1669739,1675150,1675837,1679084,1674427,1678296,1668649,1665019
STAT,(NULL),nPush,16,26380468,1273809,1668737,1673699,1679879,1675672,1678979,1670891,1670872,1672762,1675485,1675946,1678380,1673086,1679477,1667272,1665522
STAT,(NULL),nPushInit,16,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
==== BENCHMARK TOOK 12.369
