==== BENCHMARK START ===
==== PARAMS kernel=4.9.5-64-net1 malloc=libc hostname=rack-mad-04 threads=176 delta=8 prog=sssp-klsm1  ===
ERROR: ld.so: object '/specific/disk1/home/adamx/malloc/lib64/libjemalloc.so' from LD_PRELOAD cannot be preloaded (cannot open shared object file): ignored.
Galois Benchmark Suite v2.2.1 (r0)
Copyright (C) 2014 The University of Texas at Austin
http://iss.ices.utexas.edu/galois/

application: Single Source Shortest Path
Computes the shortest path from a source node to all nodes in a directed graph using a modified chaotic iteration algorithm
http://iss.ices.utexas.edu/?p=projects/galois/benchmarks/single_source_shortest_path

INFO: CommandLine ./build/debug/apps/sssp/sssp -noverify -t 176 -delta 8 -wl klsm1 -startNode 0 /specific/disk1/home/mad/Galois-PQ/inputs/road/USA-road-d.USA.gr
INFO: Hostname rack-mad-04
Read 23947347 nodes
Running Asynchronous with CAS version
INFO: Using delta-step of 1
WARNING: Performance varies considerably due to delta parameter.
WARNING: Do not expect the default to be good for your graph.
INVALID RUN?  Loop (null) possible co-runner, execution took 1.420 than expected (systime=0 usertime=4312000 measured=34789
Node 1 has distance 2025
STATTYPE,LOOP,CATEGORY,n,sum,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87,T88,T89,T90,T91,T92,T93,T94,T95,T96,T97,T98,T99,T100,T101,T102,T103,T104,T105,T106,T107,T108,T109,T110,T111,T112,T113,T114,T115,T116,T117,T118,T119,T120,T121,T122,T123,T124,T125,T126,T127,T128,T129,T130,T131,T132,T133,T134,T135,T136,T137,T138,T139,T140,T141,T142,T143,T144,T145,T146,T147,T148,T149,T150,T151,T152,T153,T154,T155,T156,T157,T158,T159,T160,T161,T162,T163,T164,T165,T166,T167,T168,T169,T170,T171,T172,T173,T174,T175
STAT,(NULL),BadWork,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),BarrierTime,176,8533849101,66285758,66324387,66206584,66191525,66172965,66260635,55641984,66143804,45381273,45081953,66180619,45190419,66167330,56594466,55690008,66102784,66132124,44986377,44923317,45798171,9832670,66108228,44914717,44942893,44912690,65999904,54183566,56924739,55699009,56967768,55581492,66026033,45551491,53782928,66018449,44967387,44951447,45189344,46139104,44887498,44863119,9780366,9770970,66008767,66002896,44967259,45553516,44919460,44881946,44830192,44884891,66030314,65972326,53741421,53772012,55480061,55457722,55462464,55451579,55604569,55515774,55515495,55525621,65975956,65974468,44951049,44868348,44896040,44903253,65954514,65971578,44801264,44790046,44804772,44760393,44820709,44772291,44819696,44796935,44769958,44815386,44809114,44834191,9817362,9737594,9716301,9732745,65986609,45059945,66004625,65976310,44854015,44834301,45335764,44914032,44926348,44989114,45173331,44947954,46347291,45239568,44877254,45578225,53825694,59837136,45102579,65994423,53723484,53803689,53750582,53706707,55397830,55899327,55951301,55408996,55479130,55432790,55440968,55725263,55575647,55504058,55688425,57128213,55951402,55545084,55480743,55501803,45070304,45250568,65956583,65885500,46326186,44924689,44903126,44844250,44879208,44898404,45205224,45104943,66030599,65972293,65904080,65866107,44795059,44776515,44785912,44770049,44834952,44778336,44777675,44781792,44793800,44783024,44833339,45025747,44817538,44825002,44824858,44840721,44817902,44807272,44823941,44795339,44835439,44797586,44839933,44812173,9842876,9871701,9778954,9796602,9719445,9715634,9732575,9748709,66022134
STAT,(NULL),ConflictTime,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),Conflicts,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),EmptyPopTime,176,1289463001,7653394,7092107,7525449,7131232,7364149,7693442,7621240,7228040,7408645,7114647,7705914,7718767,7661657,7189716,7677515,7101206,7289811,7145351,7332214,7313296,7579294,7185934,7625007,7396263,7432371,7686598,7550421,7097723,7674164,6947767,7611248,7520775,7356884,504282,7435034,7543273,7713647,7373569,7176767,7313907,7713872,7652847,7589619,7354500,7200529,7195227,7259996,7688380,7341229,7198705,7627590,7278636,7136394,7199624,7701105,7205648,7634586,7142024,7113158,7120684,7134665,7187070,7103100,7653367,7099438,7094004,7470609,7505334,7201457,7638940,7657620,7291158,7681211,7213421,7198396,7202338,7198151,7642832,7176509,7715463,7155689,7245235,7451859,7689977,7214866,7293290,7500000,7734301,7130207,7142096,7716619,7166734,7386134,7611622,7263032,7672140,7431375,7391726,7708889,6975110,7413373,7107560,7587623,7191607,2983632,7265567,7643661,7519968,7603374,7135881,7626209,7413742,7446540,7316966,7721692,7645486,7685480,7522282,7323924,7513146,7363134,7530855,6862315,7544712,7717810,7381099,7712106,7313628,7388143,7654720,7590599,7022662,7307279,7501345,7161080,7688118,7336363,7201677,7598141,7266025,7116410,7722524,7494306,7142111,7613030,7120950,7090764,7094206,7110801,7583128,7078260,7628529,7074924,7071114,7444869,7467944,7252677,7597301,7628122,7263902,7668326,7188741,7268588,7188025,7172428,7610511,7148991,7684154,7129973,7218113,7425445,7563438,7192047,7364141,7540842,7700785
STAT,(NULL),EmptyWork,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),GaloisTime,176,339188901,1709206,2325953,1827869,2311560,2082393,1742500,1823242,2208689,1690810,2140984,1731607,1515877,1784442,1253538,1749021,2325487,2151833,2246245,2114191,1266246,1866908,2253753,1805173,2035586,1995157,1735750,1444524,1030439,1627876,1142267,1818656,1909333,1475867,88941,1986422,1889313,1716937,1773721,1040182,2119004,1715434,1782234,1844858,2076879,2247888,2167339,1555337,1755045,2109434,2244275,1814701,2168652,2312597,2249952,1746924,2245012,1816651,2308153,2337948,2329560,2314029,2264470,2344319,1793970,2348619,2357038,1969239,1939997,2244606,1806637,1788224,2156501,1767027,2234214,2247118,2244883,2246965,1804820,2269171,1732233,2289855,2202800,1994798,1759499,2230717,2152730,1948903,1712253,2232723,2304406,1729707,2279890,2060427,1500565,2181856,1764592,2004629,1703523,1690934,999790,1612620,2328762,1229094,2214306,436363,2050757,1800414,1919680,1838550,2303797,1804960,2013534,1533647,1633490,1703630,1783638,1736838,1906566,1829763,1916670,2069723,1702864,984381,1510870,1713068,2048246,1713492,2083388,1829174,1778006,1843884,1008585,2143266,1940464,2280980,1755295,2114964,1881407,1583943,2177027,2331874,1724889,1953647,2309392,1836686,2329294,2360548,2356026,2340581,1867738,2372442,1820019,2376358,2379498,1753137,1977384,2193389,1848413,1817743,2183763,1780616,2258915,2176980,2259246,2273025,1837154,2296659,1763560,2315583,2229907,2023946,1886044,2253551,2081894,1908073,1745769
STAT,(NULL),InitPushTime,176,6066251,63743,31401,111584,37931,37995,72442,46115,37667,64820,100074,65545,81664,60183,34605,61955,65563,64601,76663,57904,83891,87069,64164,82565,53261,52815,151472,57913,32096,33422,41557,54409,75938,80444,79758,66091,48843,49684,51086,50627,48694,47496,73950,69140,68306,63020,48518,42820,51261,46762,45098,47011,117107,117052,49717,44916,28157,29147,29256,27271,30827,26312,25183,25129,24749,25857,26394,25696,33886,25569,91268,54475,38098,39460,38769,37816,37048,38893,36508,37072,24986,23411,23247,25150,25623,20859,32809,34417,83573,33661,31319,30154,30184,28794,30275,28379,34878,31067,27183,29862,27171,28870,25065,27872,34381,28521,28191,16128,27073,16571,25626,26312,16346,16954,24473,25189,20983,21208,20929,21166,21739,21851,26594,20895,14392,13424,21424,20601,12860,12305,19791,12596,18158,15327,17718,14793,14153,15667,15734,13425,53884,15682,9971,9109,12171,11209,10960,11570,10712,10426,9922,9465,9006,9182,8612,8603,8509,7823,8906,7192,8114,7802,7264,6909,6652,5953,6464,5823,5049,4109,4640,3872,3189,2825,2877,2919,3301
STAT,(NULL),Iterations,176,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),LoopTime,176,188684534,188684534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
