==== BENCHMARK START ===
==== PARAMS kernel=4.9.5-64-net1 malloc=libc hostname=rack-mad-04 threads=16 delta=8 prog=sssp-klsm1  ===
ERROR: ld.so: object '/specific/disk1/home/adamx/malloc/lib64/libjemalloc.so' from LD_PRELOAD cannot be preloaded (cannot open shared object file): ignored.
Galois Benchmark Suite v2.2.1 (r0)
Copyright (C) 2014 The University of Texas at Austin
http://iss.ices.utexas.edu/galois/

application: Single Source Shortest Path
Computes the shortest path from a source node to all nodes in a directed graph using a modified chaotic iteration algorithm
http://iss.ices.utexas.edu/?p=projects/galois/benchmarks/single_source_shortest_path

INFO: CommandLine ./build/debug/apps/sssp/sssp -noverify -t 16 -delta 8 -wl klsm1 -startNode 0 /specific/disk1/home/mad/Galois-PQ/inputs/ljournal-2008.gr
INFO: Hostname rack-mad-04
Read 5363260 nodes
Running Asynchronous with CAS version
INFO: Using delta-step of 1
WARNING: Performance varies considerably due to delta parameter.
WARNING: Do not expect the default to be good for your graph.
Node 1 has distance 4294967294
STATTYPE,LOOP,CATEGORY,n,sum,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15
STAT,(NULL),BadWork,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),BarrierTime,16,2162864,424000,183865,214752,198486,177101,179292,140023,82261,89195,87587,87955,88947,90816,54927,52260,11397
STAT,(NULL),ConflictTime,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),Conflicts,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),EmptyPopTime,16,8697976,570984,33877,580983,567783,591410,584160,568841,589289,572302,584852,572188,588403,569315,581652,577272,564665
STAT,(NULL),EmptyWork,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),GaloisTime,16,4350738,280932,211475,272702,285489,262442,269607,284847,264004,281877,268964,281482,264964,284188,272348,276607,288810
STAT,(NULL),InitPushTime,16,713912,5252,166025,76785,36663,36641,36125,36696,36590,36204,35573,35367,35243,34930,34505,35904,35409
STAT,(NULL),Iterations,16,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),LoopTime,16,177454629,177454629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),MeminfoPost,16,512,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
STAT,(NULL),MeminfoPre,16,512,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
STAT,(NULL),NumaPost,16,6420,5000,157,1130,133,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),PopTime,16,14884,0,14884,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),PushTime,16,504018,0,504018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),RusageSys,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),RusageUser,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),Threads,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),Time,16,205201442,205201442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),TotalTime,16,7703202536,7703202536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),UserTime,16,89100,0,89100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),Work,16,14366132,905840,900504,899457,895057,897864,897251,896480,897391,895582,897445,898368,897318,895846,897002,897418,897309
STAT,(NULL),nBad,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),nEmpty,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),nEmptyPop,16,8261,474,38,563,541,572,564,544,555,532,555,536,566,555,568,555,543
STAT,(NULL),nOverall,16,178,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),nPop,16,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),nPush,16,112,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),nPushInit,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
==== BENCHMARK TOOK 4.256
