==== BENCHMARK START ===
==== PARAMS kernel=4.9.5-64-net1 malloc=libc hostname=rack-mad-04 threads=32 delta=8 prog=sssp-klsm8  ===
ERROR: ld.so: object '/specific/disk1/home/adamx/malloc/lib64/libjemalloc.so' from LD_PRELOAD cannot be preloaded (cannot open shared object file): ignored.
Galois Benchmark Suite v2.2.1 (r0)
Copyright (C) 2014 The University of Texas at Austin
http://iss.ices.utexas.edu/galois/

application: Single Source Shortest Path
Computes the shortest path from a source node to all nodes in a directed graph using a modified chaotic iteration algorithm
http://iss.ices.utexas.edu/?p=projects/galois/benchmarks/single_source_shortest_path

INFO: CommandLine ./build/debug/apps/sssp/sssp -noverify -t 32 -delta 8 -wl klsm8 -startNode 0 /specific/disk1/home/mad/Galois-PQ/inputs/road/USA-road-t.USA.gr
INFO: Hostname rack-mad-04
Read 23947347 nodes
Running Asynchronous with CAS version
INFO: Using delta-step of 1
WARNING: Performance varies considerably due to delta parameter.
WARNING: Do not expect the default to be good for your graph.
Node 1 has distance 5062
STATTYPE,LOOP,CATEGORY,n,sum,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31
STAT,(NULL),BadWork,32,15626457,497310,446024,340778,413352,397292,437058,451966,394818,369889,428949,412327,327436,398434,400528,416211,345892,422305,322191,417894,389879,405701,552088,769746,656991,595080,699087,638283,652532,588334,670547,668147,699388
STAT,(NULL),BarrierTime,32,7561693,554895,535882,454345,423941,408160,419490,406848,348338,346802,244968,309717,348805,347109,311665,306675,254135,258712,261002,262407,187568,187640,188287,19733,19211,19462,19442,19126,19593,19321,19588,19026,19800
STAT,(NULL),ConflictTime,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),Conflicts,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),EmptyPopTime,32,341309817116,14541511359,10676680655,10690008336,10606241458,10615179947,10664918583,10699834981,10689220053,10634769144,10685735487,10670052736,10647118133,10528424354,10666577980,10748579750,10696495607,10666023712,10599399488,10687862228,10730026357,10658899272,10718899480,10458984252,10359001634,10280956867,10217737483,10215700421,10200737859,10324899035,10322575051,10195379073,10211386341
STAT,(NULL),EmptyWork,32,760660625,12214847,20480390,20705451,22018817,23175996,20675048,20371313,20402643,20330812,20886380,20646380,20637323,20085053,20856117,20612556,20221022,20240611,19926340,20962273,20596295,19812454,20438943,30484438,31269145,31078025,32453005,31227427,31694487,31095887,30916999,32731240,31412908
STAT,(NULL),GaloisTime,32,29634928183,540823028,846489968,854771043,861325180,856301957,864440571,848696188,844608591,850997084,862825763,858556034,863939546,827599693,865432686,839575890,835337381,843342381,825519667,863895635,840027114,809750643,838000566,1095605233,1121528141,1122014441,1137579179,1144008632,1134969464,1130887656,1128808554,1142598021,1134672253
STAT,(NULL),InitPushTime,32,2043578,48804,10510,130371,39936,36903,39281,37163,37024,37607,66997,35974,35589,35679,34997,36378,35974,35844,34514,33941,43539,42571,43569,114341,114239,113352,114129,113329,113674,113344,113549,113190,87266
STAT,(NULL),Iterations,32,25580625,395088,731418,733191,746428,742444,745840,730388,728931,731944,744340,742047,742440,711850,748400,725213,721981,726155,712400,746580,728230,695191,722512,949383,975632,980547,993637,993689,994943,974936,978935,997576,988336
STAT,(NULL),LoopTime,32,54488025230,54488025230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
