==== BENCHMARK START ===
==== PARAMS kernel=4.9.5-64-net1 malloc=libc hostname=rack-mad-04 threads=88 delta=8 prog=sssp-klsm1  ===
ERROR: ld.so: object '/specific/disk1/home/adamx/malloc/lib64/libjemalloc.so' from LD_PRELOAD cannot be preloaded (cannot open shared object file): ignored.
Galois Benchmark Suite v2.2.1 (r0)
Copyright (C) 2014 The University of Texas at Austin
http://iss.ices.utexas.edu/galois/

application: Single Source Shortest Path
Computes the shortest path from a source node to all nodes in a directed graph using a modified chaotic iteration algorithm
http://iss.ices.utexas.edu/?p=projects/galois/benchmarks/single_source_shortest_path

INFO: CommandLine ./build/debug/apps/sssp/sssp -noverify -t 88 -delta 8 -wl klsm1 -startNode 0 /specific/disk1/home/mad/Galois-PQ/inputs/ljournal-2008.gr
INFO: Hostname rack-mad-04
Read 5363260 nodes
Running Asynchronous with CAS version
INFO: Using delta-step of 1
WARNING: Performance varies considerably due to delta parameter.
WARNING: Do not expect the default to be good for your graph.
Node 1 has distance 4294967294
STATTYPE,LOOP,CATEGORY,n,sum,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87
STAT,(NULL),BadWork,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),BarrierTime,88,24978002,871848,711624,672516,585544,586692,594280,574556,622212,538876,468008,490476,507860,534120,590652,453724,418712,431068,546880,544716,374620,382808,401500,359544,251010,361656,251660,365300,355413,345044,253996,242062,243617,270606,244324,250215,255560,244044,244826,249260,244814,206652,218526,219075,342272,170032,169034,273954,285564,285630,171608,175853,159453,275394,183395,281764,275767,187130,168192,170959,162344,163142,268807,201720,203796,159889,168342,188546,194268,90009,191498,91397,17247,189930,91662,80839,74809,64946,84235,77690,195536,67988,194482,86693,71791,74387,194211,83345,87956
STAT,(NULL),ConflictTime,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),Conflicts,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),EmptyPopTime,88,103582496,1356920,235504,1207980,1340020,1202692,1325744,1367860,1253200,1312800,1333556,1355880,1181108,1315376,1327864,1223580,1213596,1237796,1273528,1319520,1347340,1167784,1361240,1071556,1347860,1340188,1095144,1154996,1324668,1379800,1213480,1231336,1342040,1325356,1239444,1178108,1329048,1123120,1083416,1116088,1325972,1111896,1105636,1076552,1358268,1246964,1009436,1158628,1017720,1101932,1097012,1064304,1192396,1085740,1121896,1012104,1087548,1171392,1146004,1054708,1056780,1057768,1111680,1208880,1323992,1069012,995500,1001084,1003872,1132461,997628,1316492,1030448,1246107,1118972,1020720,1324319,1021796,1286731,1057644,1012344,1258582,1318217,980432,1302695,1330960,1298188,1025180,971368
STAT,(NULL),EmptyWork,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),GaloisTime,88,56032354,468544,414976,619284,487560,624996,502720,460236,574364,515128,494844,471916,646684,512700,499508,604820,614112,589708,554444,508108,481284,659604,466876,753748,480216,488944,733284,673808,503608,448648,615472,597852,486560,503224,589424,650208,499692,705492,745720,712668,502948,716928,723212,751760,469688,579498,817305,667504,808178,724365,728564,759530,634362,740649,704807,814354,738988,654867,680912,771488,769960,768839,714495,616610,502550,754244,828867,824442,822158,693099,829204,510531,797020,580754,707760,806207,502615,803388,538229,767688,814542,566696,508387,845476,524453,496010,528985,802566,855688
STAT,(NULL),InitPushTime,88,6267255,4808,108276,57984,42660,42464,41788,42304,42448,41816,41236,40932,41276,40924,40540,41884,41824,41000,40248,39272,45480,43792,45512,89320,117033,116945,117554,117076,90963,89819,88983,90538,62444,59510,60529,59033,58608,59803,60397,59202,57449,57032,56394,58161,57610,112090,72776,73663,110880,110616,110352,110337,109860,109809,109890,109978,71177,69484,69594,69109,68853,68911,69975,70466,47967,49786,48612,100342,98707,98839,98142,98516,98120,97768,98332,97864,97797,97350,97606,96968,55880,54824,54333,54355,54178,55674,56181,54354,54069
STAT,(NULL),Iterations,88,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT,(NULL),LoopTime,88,24364576,24364576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
